ID_AUFTRAG_ZPM,STW_NUM,n0_3,BIEGESTEIFIGKEIT,MASSE,DATUM_GESAMT_BAUJAHR,V_SOLL_IST,BETA_HT_M_DEB,BETA_HT_Q_DEB,Ssp_Randkonstruktion
19771,4.4,24.343,595,6.61,1922,130,1.122,1.515,1
19795,4,40.365,1584,9.37,1925,130,1.259,2.533,1
19796,2.8,60.558,782,8.56,1927,140,0.74,0.77,1
19800,20.6,3.623,19107.2,19.94,1995,140,1.267,1,1
19802,5.6,15.467,780,8.18,1914,140,2.5,2.5,0
19812,13.5,5.742,8554,19.27,2000,160,1.21,3,1
19826,2.4,38.56,302.3,15.12,1905,110,0.829,0.85,1
19844,26.3,2.43,29717,25.96,2012,80,1,1,0
19871,5,19.471,880.6,9.17,1928,140,1.43,2.3,1
19879,5,20.847,1103,10.02,1902,140,0.7,2.9,1
19882,17.5,4.776,18526,21.37,1998,120,1.34,3,1
19890,2.5,46.314,190,5.595,1931,140,1.077,1,1
19900,10.1,6.77,2598,13.44,1976,120,1.21,1.04,1
19921,14,5.231,7626,17.9,1994,160,1.7,1.7,1
19931,5.2,25.186,641,3.41,1913,130,1.23,1.61,1
19943,5.5,16.26,1009,10.29,1925,130,1.141,1.626,1
19951,6.1,13.538,1013,9.85,1970,160,1,3.21,1
19964,8.8,15.366,1515,2.64,1962,110,1.09,2.86,1
19967,3.7,27.841,429.2,7.29,1938,140,0.88,1.25,1
19985,2,142.661,1618,12.26,1907,110,0.633,0.637,1
19990,5.8,28.836,4889,12.82,1939,120,0.893,0.9,1
19991,3.3,58.073,1240,7.65,1957,150,0.971,1.15,0
19993,2.6,37.924,179,6.72,1936,140,0.711,0.711,1
19998,4.9,15.62,407,7.14,1958,160,1.03,3.77,0
20014,13,10.546,31592,24.54,1992,110,1.051,1.051,1
20035,17.31,3.571,12086,26.04,1993,160,1.07,1.05,1
20043,6,9.987,471,8.99,1976,120,0.84,0.846,1
20046,7.8,14.308,1895,6.17,1990,120,0.971,0.968,1
20049,4.5,46.059,3166,8.98,1927,160,1,2.02,1
20080,2.2,70.552,491,10.39,1862,110,0.879,0.892,1
20090,6,19.215,2752,14.19,1991,160,1,1,1
20093,6.7,13.112,1258,8.96,1914,120,0.8,3.26,1
20152,21,3.703,20295.8,18.779,1995,120,1.19,1,0
20155,11.2,5.096,2246,13.56,1992,140,0.9,0.9,1
20166,10.5,6.407,2111,10.44,1977,110,1.061,1.051,1
20167,6,13.241,849,9.22,1966,120,0.914,1.199,1
20168,15,7.147,10479,10,1998,160,1.79,1.16,1
20171,3.6,25.445,316,7.17,1908,130,0.77,0.77,1
20174,10.5,6.095,2593,14.17,1977,110,1.061,1.051,1
20188,8.1,14.232,3378,9.56,1912,140,1.42,1.96,1
20189,5.7,21.983,2117,10.24,1931,160,0.946,0.952,1
20197,3.2,31.894,348,8.05,1930,120,1.075,0.874,1
20219,6.5,11.903,1716,16.74,1924,120,0.87,0.807,2
20256,12.7,6.045,4651,12.07,1917,250,1.075,1.075,1
20259,6.5,11.844,1142.8,11.26,1920,110,1.029,1.033,1
20267,4.58,15.106,398,9.78,1978,130,1.056,1.328,1
20272,10.5,4.533,1141,11.27,1942,130,1.216,2.627,1
20273,20.9,3.718,24997,23.39,1994,160,1.67,1.18,1
20279,2.1,69.487,341,8.96,1933,110,0.802,0.811,1
20280,6.7,19.098,3920,13.16,1913,130,1.42,4.3,1
20283,2.8,53.251,486,6.88,1935,90,0.851,3.575,2
20284,12,4.847,2438,12.35,1985,130,1,1,1
20299,2.2,71.24,451,9.36,1862,110,0.879,0.892,1
20306,21,2.914,13280,19.84,1992,140,1.5,7.79,1
20313,8.2,11.043,1859,8.32,1915,250,1.017,1.017,0
20326,18.7,3.337,9808,17.77,2000,200,1,1,1
20355,3,29.264,246,8.75,1929,110,0.881,0.881,1
20357,12.96,5.161,5104,16.76,2001,130,1.15,1.15,1
20375,3.4,29.812,954,19.82,1916,120,0.89,0.932,1
20376,6.5,19.783,3259,11.51,1915,140,1.18,1.012,1
20383,3.2,35.659,348,6.44,1930,120,1.075,0.874,1
20388,13,4.764,3715,14.14,1970,120,1.032,1.078,1
20395,24.78,2.635,19986,18.84,1985,120,1,1,1
20396,8.7,13.525,4944,11.64,1905,110,1.095,1.109,1
20423,2.5,55.11,514,10.69,1926,120,1.4,3.88,1
20429,3.7,23.34,312.2,7.545,1939,140,0.804,1.17,1
20431,2.2,123.509,1470,10.15,1936,110,0.879,0.892,1
20453,4,39.347,1436,8.94,1911,130,1.259,2.533,1
20470,3,31.899,315,9.43,1926,160,0.731,1.643,1
20496,9.55,9.382,3163,10.66,1933,160,1.216,6.232,1
20497,6.15,19.918,2199,9.56,1932,160,1.398,4.96,1
20500,5.6,15.467,780,8.18,1914,140,2.5,2.5,1
20519,3.04,42.966,508,7.95,1932,110,0.799,0.799,1
20522,5.47,13.429,674,10.3,1980,160,1.05,2.11,1
20525,6.22,12.348,826,8.93,1972,140,0.853,1.67,1
20558,9.47,5.849,1415,12.69,1985,120,1.22,1,1
20560,13.5,5.742,8554,19.27,1999,160,1.21,3,1
20571,10.2,6.127,2655,16.12,1986,100,1.119,2.789,1
20576,12.75,6.935,8190,15.9,1909,120,1.236,1.236,1
20578,6.7,9.786,474,6.06,1967,130,1.055,1.049,0
20594,5.8,17.309,1484,10.8,1950,140,1.01,1.98,1
20602,6.55,13.99,1232.2,8.44,1913,140,0.918,1.67,1
20604,5.8,20.961,1864,9.25,1932,160,0.951,0.958,1
20616,4.5,25.068,683,6.54,1928,140,1.135,1,1
20630,13.6,4.533,4114,14.44,1992,140,1.09,1.02,1
20632,20.5,3.744,22732,22.66,1977,120,1.08,1.18,1
20643,9.56,6.577,1823,12.45,1989,130,1.106,2.57,1
20650,3.25,50.474,1562,13.56,1908,110,0.873,0.878,0
20666,8.7,13.525,4944,11.64,1905,110,1.095,1.109,1
20675,13.5,5.742,8554,19.27,1999,160,1.21,3,1
20679,5.8,12.273,1533,22.19,1982,140,1,1,1
20680,4.8,27.855,2721,16.3,1934,160,1.42,3.75,1
20684,19.24,3.262,10274,17.39,2009,160,1,1,1
20686,3,32.053,370,10.97,1907,110,0.839,0.839,1
20706,13,4.442,3529,15.45,1999,120,1.22,1.22,1
20710,5.75,15.024,1270,12.7,1915,120,0.962,0.962,1
20713,8.7,8.612,1913,11.11,1927,140,0.87,2.45,1
20714,14.3,4.488,5898,17.275,1999,120,1.22,1,1
20715,2.2,103.815,969,9.47,1862,110,0.879,0.892,1
20716,4.5,15.116,319,8.4,1971,140,0.86,1.71,0
20726,15.92,4.814,12590,20.87,2001,250,1.083,1.083,1
20729,2.2,72.127,487,9.86,1935,110,0.879,0.892,1
20758,21.95,3.748,29663,22.45,1975,130,1.2,1.188,1
20768,10.5,4.533,1141,11.27,1942,130,1.216,2.627,1
20782,4.58,15.106,398,9.78,1978,130,1.056,1.328,1
20797,7.78,6.63,626,9.59,1985,140,1,1,1
20798,2.2,58.426,222,6.85,1936,110,0.879,0.892,1
20809,5.2,19.536,691,6.11,1997,130,1.39,1.85,1
20811,3.3,50.785,1283,10.35,1927,120,1.003,1.003,1
20821,5.7,14.376,962,10.88,1931,120,0.993,1,0
20829,8.6,11.807,3483,11.27,1915,160,1.087,1.098,1
20847,5.4,17.167,1236,12.17,1933,120,0.899,0.884,1
20863,4.5,25.068,683,6.54,1928,140,1.135,1.135,1
20876,2.75,115.1,3169,10.32,1933,160,1.066,1.985,1
20878,13.5,5.742,8554,19.27,2000,160,1.21,3,1
20881,13.55,5.7,8554,19.27,1999,160,1.21,3,1
20887,8.7,12.466,4575,12.68,1905,110,1.095,1.109,1
20892,13.87,6.087,12396,22.302,1996,200,1.4,1,1
20915,11.19,5.364,2781,15.21,1998,160,1.84,3,1
20924,12.686,4.902,3503,13.89,1982,140,1.24,1.1,1
20927,2.4,35.731,160,9.32,1905,120,0.829,0.85,1
20935,6.4,11.264,1012,11.73,1994,160,1,1,2
20940,6.6,11.489,1140,11.23,1920,110,1.027,1.037,1
20945,21.5,3.719,25109.4,20.96,1995,140,1.402,1,1
20950,6.6,11.619,1140,10.98,1920,110,1.027,1.037,1
20962,2.3,55.952,305,8.59,1932,90,0.875,0.892,1
20985,3.1,110.158,5037,11.09,1952,120,0.877,0.877,1
20986,3,30.236,250,8.33,1915,120,1.26,1.56,1
20989,11.1,7.452,4069,11.91,1951,130,1,1.03,0
20994,2.2,90.645,603,7.73,1935,120,1.17,2.52,1
20999,6,14.256,1013,9.49,1960,160,1.19,3.72,1
21008,8.7,12.565,4575,12.48,1905,110,1.095,1.109,1
21031,3.32,32.17,346,6.79,1908,100,1.716,1,1
21032,3,46.726,668,9.32,1936,110,1.055,1.187,1
21073,3.2,39.769,410,6.1,1931,110,1.054,1.054,1
21077,13.5,5.742,8554,19.27,1999,160,1.21,3,1
21095,17.45,3.682,8737,17.15,1994,160,1.017,1,1
21100,3.3,50.785,1283,10.35,1927,120,1.003,1.003,1
21128,11.56,7.454,6285,15.63,1978,140,1.15,1.03,1
21130,5.8,20.961,1864,9.25,1932,160,0.951,0.958,1
21135,11.73,5.895,3925,14.72,1981,120,1,1,1
21152,4.6,22.955,827.1,8.65,1927,80,0.78,2.56,1
21154,3.88,23.195,296,5.99,1921,140,1.058,1.353,1
21160,3.3,32.009,358,7.27,1916,130,0.757,0.768,1
21170,21.45,4.035,30154,21.59,2010,140,2.39,1.15,2
21177,3,30.236,250,8.33,1915,120,1.26,1.56,1
21178,6.6,11.386,1281,12.85,1920,110,1.027,1.037,1
21198,10.4,6.034,2688,15.57,1992,100,1.4,1,1
21201,17.83,2.86,15082.3,45.02,1995,140,1,1,1
21212,10.2,5.91,2387,15.58,1997,140,1,1,1
21229,10.2,6.008,2141,13.52,1993,100,1.149,1,1
21232,13.5,5.742,8554,19.27,2000,160,1.21,3,1
21233,5.7,14.376,962,10.88,1931,120,0.993,1,0
21243,3,48.446,762,9.89,1925,100,0.839,0.839,1
21262,5.94,11.396,749,11.43,2001,120,1,1,1
21266,4,19.132,289,7.61,1934,140,0.884,1.271,1
21271,5.2,25.186,641,3.41,1913,130,1.23,1.61,1
21287,21.1,2.549,10230,19.6,2000,160,1.54,3,1
21293,9,13.579,5364,10.94,1910,110,1.469,4.143,1
21308,8.9,11.924,5098,14.1,1908,110,1.136,1.136,0
21310,3.2,39.461,448,6.77,1964,130,0.906,2.244,1
21312,7.5,14.379,2463,9.29,1922,130,1.417,3.033,1
21330,10.4,6.017,2697,15.71,2000,160,2.29,1.4,1
21336,12,5.343,3303,13.77,1979,120,1.053,1.086,1
21347,18,4.025,14290,20.73,1995,160,1.2,1.13,1
21356,13.5,5.742,8554,19.27,1999,160,1.21,3,1
21362,17.83,2.899,15168.3,44.06,1995,140,1,1,0
21367,2.4,44.365,167,6.31,1930,90,0.871,0.892,1
21371,11.1,5.409,2338,12.99,1980,130,1.452,3.486,1
21379,5,18.737,715,8.04,1906,160,0.95,1.21,1
21414,6,11.033,837,13.09,1976,120,1.893,1.999,2
21420,10.1,6.686,2598,13.78,1976,120,1.21,1.04,1
21436,6,9.513,616,12.96,1978,150,1.04,1.83,1
21438,10.7,8.732,5245,12.95,1915,120,1.067,1.082,1
21449,26.3,2.505,29635,24.36,2012,80,1,1,0
21452,5.8,28.836,4889,12.82,1939,120,0.893,0.9,1
21457,8.8,8.034,2259,14.4,1993,120,1,1,1
21463,8.6,11.807,3483,11.27,1915,160,1.087,1.098,0
21468,21.5,3.719,25109.4,20.96,1995,140,1.402,1,1
21474,3,31.899,315,9.43,1926,160,0.731,1.643,1
21476,4,30.015,1088,11.64,1937,120,0.876,0.876,0
21480,12.07,6.162,5023,15.38,1985,120,1.3,1.3,1
21508,13.5,5.742,8554,19.27,1999,160,1.21,3,1
21510,5.47,13.429,674,10.3,1980,160,1.05,2.11,1
21522,13.6,5.884,8713,18.15,1987,100,1.071,1.124,1
21540,9.55,9.382,3163,10.66,1933,160,1.216,6.232,0
21566,5.03,42.286,5205,11.22,1933,160,1.037,3.314,1
21602,4.8,28.177,1990,11.65,1935,120,1.16,1.87,2
21612,7.78,6.762,679,10,1985,140,1,1,1
21613,17.6,3.968,11236,18.35,2003,140,1.41,1.98,2
21623,8.23,10.304,1982,10.04,1905,160,1.05,0.98,1
21627,5.6,14.37,1009,12.26,1992,160,1,1,1
21649,21.9,2.807,14218,19.35,2001,200,1.05,1.061,1
21655,3.1,61.978,1432,9.96,1956,110,1.243,1.316,1
21664,12,5.343,3303,13.77,1979,120,1.053,1.086,1
21670,2.8,36.383,215,6.52,1935,140,0.89,1,1
21673,2.6,37.924,179,6.72,1936,140,0.711,0.711,1
21701,3.1,48.404,684,7.8,1911,140,1.01,1.77,2
21710,6.6,10.795,1140,12.72,1920,110,1.027,1.037,1
21715,4.9,15.62,407,7.14,1958,160,1.03,3.77,0
21718,24.78,2.635,19986,18.84,1985,120,1,1,1
21725,8.2,7.532,1319,12.69,1980,110,1.27,1.27,1
21728,8.7,12.565,4575,12.48,1905,110,1.095,1.109,1
21749,2.6,36.217,153,6.298,1935,140,0.711,1,1
21755,5.31,23.36,2328,13.24,1935,120,0.991,0.993,1
21756,24.6,2.962,31884,24.48,2003,250,1.2,1.2,1
21762,4.8,27.855,2721,16.3,1934,160,1.42,3.75,1
21775,14.75,4.275,5074,14.47,2010,130,1.14,1.14,1
21776,13.5,5.742,8554,19.27,2000,160,1.21,3,1
21780,11.25,7.082,6036,18.54,2002,250,2.12,2.12,1
21786,6.71,10.203,863,10.09,1980,140,1.1,1.1,1
21797,7.1,15.741,2710,10.62,1952,120,0.891,0.9,1
21803,20.6,3.623,19107.2,19.94,1995,140,1.267,1,1
21816,5,18.72,980,11.04,1926,120,1.13,2,1
21843,13,4.951,4092,14.42,1986,120,1.15,1.15,1
21853,4.8,23.336,1079,9.21,1929,130,1.49,2,1
21854,21,2.8,12084,19.55,1992,140,1.5,7.79,1
21858,13.5,5.742,8554,19.27,2000,160,1.21,3,1
21862,13,5.788,6115,15.77,1983,140,1.01,3.65,1
21872,10.2,5.91,2387,15.58,1997,140,1,1,1
21873,2.05,196.717,2997,10.82,1958,120,0.701,0.708,1
21881,6.5,19.689,3259,11.62,1915,140,1.18,1.012,1
21887,12.5,8.041,9668,15.11,1945,120,1.323,1.322,1
21898,3.3,32.009,358,7.27,1916,130,0.757,0.768,1
21909,12.05,5.385,3323,13.41,1974,130,1.334,4.782,1
21910,8.7,12.558,5994,16.37,1931,130,1.35,2,1
21911,5.6,24.47,2463,10.32,1923,140,1.37,4.37,2
21923,2.5,65.406,396,5.847,1931,140,1.077,1,1
21940,14.7,4.408,7565,20.57,2000,130,1.17,1.17,1
21948,21.95,3.748,29663,22.45,1975,130,1.2,1.188,1
21952,13,5.788,6115,15.77,1983,140,1.01,3.65,1
21969,15,7.147,10479,10,1997,160,1.79,1.16,1
21989,2.4,52.558,247,6.65,1930,90,0.871,0.892,1
21990,3.7,34.053,813,9.23,1927,120,1.222,1.999,2
22015,6,15.676,1301,10.08,1963,120,0.883,0.889,0
22016,2.5,38.398,169,7.24,1929,110,0.787,0.81,1
22017,7.6,12.414,3807,18.27,1927,120,0.959,0.924,0
22020,6.6,17.567,3358,14.15,1954,160,0.978,0.988,1
22030,22,2.603,12202,18.97,2004,80,2.14,2.14,0
22049,7,10.182,1149,11.39,1964,100,0.988,1.001,1
22052,5.5,12.995,816,13.03,1986,140,1,1,1
22056,6.6,11.064,1140,12.11,1920,110,1.027,1.037,1
22072,15.2,4.798,7535,15.13,1986,130,1.071,1.071,0
22080,5,18.72,980,11.04,1926,120,1.13,2,0
22087,9.65,9.604,3663,11.3,1913,160,1.702,5.225,2
22101,5.5,14.754,733,9.08,1934,160,1.2,1.2,1
22116,9.4,5.551,820,8.41,1984,140,1,1,0
22118,14.7,4.408,7565,20.57,2000,130,1.17,1.17,1
22121,13.6,5.884,8713,18.15,1986,100,1.071,1.124,1
22129,5.7,13.535,580,7.4,1936,160,0.993,1,1
22145,2.8,24.864,150,9.74,1934,140,0.67,2.07,2
22164,8.2,7.1,1333,14.43,1998,130,1.39,1.39,1
22165,5,19.968,907,8.98,1904,140,0.887,3.5,1
22187,6.28,11.426,1009,12.26,1992,160,1,1,1
22201,13.25,4.937,5104,16.76,2001,130,1.07,1.07,1
22215,13,4.764,3715,14.14,1970,120,1.032,1.078,1
22221,2.5,46.976,247,7.07,1930,90,0.866,0.891,1
22224,22,2.56,12441,19.99,1896,80,1.43,1.43,0
22232,12.7,5.201,3913,13.72,1977,120,1.057,1.1,0
22242,2,117.08,936,10.53,1862,110,0.703,0.739,1
22245,6.99,15.766,3147.7,13.088,1955,140,1.2,2.37,1
22266,12,7.16,7772,18.04,2001,120,2.97,2.97,1
22274,16.2,4.643,10739.9,17.85,1995,140,1.173,1,1
22279,13.5,5.742,8554,19.27,2000,160,1.21,3,1
22281,7.1,8.893,927,11.38,1953,150,0.928,1.772,0
22315,6.8,11.045,889,8.41,1967,100,1.027,1.045,1
22329,6.8,10.293,807,8.79,1966,120,0.975,1.838,1
22348,8.7,8.505,1913,11.39,1927,140,0.87,2.45,1
22366,10.84,11.586,11335,15.09,1951,120,0.9,0.9,2
22371,8.9,11.924,5098,14.1,1908,110,1.136,1.136,1
22413,7.5,12.158,1494,7.882,1913,140,1.45,3.7,1
22415,10.5,10.696,6216,11.03,1921,140,1.3,1.51,1
22422,14.7,4.199,5715,17.13,2000,160,1.17,1.17,0
22428,7.6,9.802,1737,13.37,1909,120,1.19,2.06,1
22429,21.1,2.549,10230,19.6,1999,160,1.54,3,1
22432,10.4,6.034,2688,15.57,1992,100,1.4,1,1
22433,2.6,36.217,153,6.298,1935,140,0.711,1,1
22434,15.25,5.046,11240,20.14,2002,120,1.55,1.55,1
22436,6.7,9.786,474,6.06,1967,130,1.055,1.049,0
22446,2.75,115.1,3169,10.32,1933,160,1.066,1.985,1
22480,13.7,5.576,8554,19.27,2000,160,1.21,3,1
22491,13.5,5.742,8554,19.27,1999,160,1.21,3,1
22513,4.4,24.343,595,6.61,1922,130,1.122,1.515,1
22528,4.5,21.515,887,11.53,1912,140,1.05,2,1
22554,11.73,5.895,3925,14.72,1981,120,1,1,1
22563,22,2.598,11038,17.22,1894,80,1.94,1.94,0
22570,26.19,2.417,27266,24.47,2014,80,1,1,0
22591,3.1,31.905,223,5.853,1935,140,0.889,1,1
22592,7.56,13.569,6635,27.22,1914,160,1.098,1.1,0
22593,6.6,10.993,1000,10.76,1920,110,1.027,1.037,1
22595,6.72,10.173,863,10.09,1980,140,1.1,1.1,1
22596,13.5,5.742,8554,19.27,1999,160,1.21,3,1
22604,5.2,19.536,691,6.11,1997,130,1.39,1.85,1
22622,3.2,39.461,448,6.77,1964,130,0.906,2.244,1
22625,9.5,10.569,5443,14.76,1923,120,1.806,8.507,2
22648,3.3,58.073,1240,7.65,1957,150,0.971,1.15,1
22652,9.7,11.647,7676,15.77,1922,120,1.054,1.055,1
22656,2.2,90.645,603,7.73,1935,120,1.17,2.52,1
22659,2.9,19.732,174,15.59,1926,100,0.78,0.68,1
22679,12.2,4.316,2529,15.12,1992,160,1,1,1
22683,9.55,9.382,3163,10.66,1933,160,1.216,6.232,0
22695,6,14.256,1013,9.49,1960,160,1.19,3.72,1
22697,14.5,4.42,6264,17.9,1992,200,1,1,1
22711,3,29.65,228,7.9,1929,110,0.88,0.88,1
22721,12.23,5.425,3994,14.97,1986,130,1.005,1.005,0
22726,13.43,5.914,8614.5,18.68,2003,200,1.85,1.85,1
22737,9.06,8.115,2385.5,13.267,1986,140,1.81,1,1
22749,19.31,3.223,10120,17.29,2008,160,1.11,1.11,1
22751,13.5,5.742,8554,19.27,1999,160,1.21,3,1
22776,14.5,4.42,6264,17.9,1992,200,1,1,1
22798,15.7,4.401,8169,17.13,1985,140,1,1,1
22811,4.4,29.548,1496,11.28,1920,140,1.133,1.133,1
22818,2.05,189.081,2472,9.66,1958,120,0.701,0.708,1
22848,3.1,31.905,223,5.853,1935,140,0.889,1,1
22860,4.5,22.628,685,8.05,1971,140,0.86,1.71,1
22866,6.3,10.857,973,12.93,1992,130,1,1,1
22867,9.4,6.254,1651,13.34,1996,120,1,1,0
22871,3.7,27.938,482,8.13,1938,140,0.88,1.25,1
22897,21.1,2.549,10230,19.6,1999,160,1.54,3,1
22905,12.3,7.807,9385,16.6,1913,140,1.248,1.248,1
22911,6.2,13.879,1442,12.5,1976,120,1.775,1.999,2
22937,9.1,10.889,3964,12.03,1915,100,1.017,1.017,2
22947,11,6.512,3857,15.33,1993,100,1.08,1,1
22956,5.52,15.393,1242,13.93,2002,250,2.02,2.02,1
22959,18.7,3.337,9808,17.77,2000,200,1,1,1
22960,13,5.212,6056,19.26,1999,110,1.2,1.2,1
23016,3.88,23.195,296,5.99,1921,140,1.058,1.353,1
23031,13.5,5.742,8554,19.27,2000,160,1.21,3,1
23034,4,26.789,551,7.4,1906,160,0.98,1.21,1
23035,2.6,56.444,534,9.05,1911,110,0.784,0.81,1
23055,7.6,9.802,1737,13.37,1909,120,1.19,2.06,1
23063,5.76,24.093,3167,12.23,1927,140,0.96,3.52,2
23064,10,7.612,2724,11.6,1934,120,1.11,1.11,0
23084,7.58,7.943,796,9.43,1976,130,0.95,2.17,1
23097,2.5,38.398,169,7.24,1929,110,0.787,0.81,1
23108,13.5,5.742,8554,19.27,2000,160,1.21,3,1
23117,3,46.391,544,7.7,1936,110,1.055,1.187,1
23119,12.2,7.164,5825,12.64,1948,120,1.42,5.2,1
23122,8.23,10.677,2128,10.04,1905,160,1.05,0.98,1
23123,21,3.606,21914.5,21.386,1995,120,1.19,1,1
23132,8.85,6.017,603,6.7,1968,110,1.098,1.098,1
23142,6.46,11.008,863,10.09,1980,140,1.1,1.1,1
23143,9.8,4.899,1162,12.95,1985,100,1.34,1.094,1
23170,15.2,4.751,8438,17.28,1986,130,1.071,1.071,1
23173,11.2,5.11,2246,13.49,1992,140,0.9,0.9,1
23185,13.5,5.742,8554,19.27,2000,160,1.21,3,1
23188,15,4.737,8517,18.5,2002,120,1.04,1.04,1
23189,3.1,54.174,714,6.5,1952,90,1.019,2.059,1
23194,17.7,2.834,5564,17.41,1993,160,1,1,1
23198,14.25,5.511,8386,16.52,2002,130,1.55,1.55,0
23201,2.9,23.831,119,7.31,1926,100,1.15,1.76,1
23203,6,9.889,471,9.17,1976,120,0.84,0.846,1
23214,8.7,12.754,9027,23.9,1931,130,1.35,2,1
23216,2.6,110.165,3176,14.13,1927,120,1.021,3.271,1
23224,3,37.521,580,12.55,1915,120,1.277,1.277,1
23228,11.6,7.394,7640,19.041,1994,200,1,1,1
23264,3.1,61.315,1379,9.8,1956,110,1.243,1.316,1
23282,4,26.789,551,7.4,1906,160,0.98,1.21,1
23327,12,7.16,7772,18.04,2001,120,2.97,2.97,1
23357,15.7,4.401,8169,17.13,1985,140,1,1,1
23374,10,15.638,17970.8,18.132,1978,160,1.03,1.03,1
23377,8,9.833,2613,16.28,1998,120,2.83,3,1
23401,13.5,5.742,8554,19.27,1999,160,1.21,3,1
23423,4.9,22.509,1153,9.74,1930,120,1.02,2,1
23451,5.8,21.244,2610,12.61,1932,130,1,1,1
23452,19.2,3.355,11315,18.25,1986,140,1.11,1.04,1
23471,9.8,9.479,4723,14.06,1907,120,1.13,1.154,1
23472,17.5,3.55,7634,15.934,1983,140,0.98,1,1
23473,13.6,5.884,8713,18.15,1987,100,1.071,1.124,1
23484,26.3,2.487,24559,20.48,2012,80,1,1,0
23487,6.1,17.436,1508,8.84,1977,160,0.93,3.66,1
23496,5,18.737,715,8.04,1906,160,0.95,1.21,1
23497,8.3,11.467,3561,14.08,1909,130,1.085,4.823,1
23504,15.25,5.046,11240,20.14,2002,120,1.55,1.55,0
23508,12.5,8.041,9668,15.11,1945,120,1.323,1.322,1
23510,7,10.182,1149,11.39,1963,100,0.988,1.001,1
23515,10.5,7.769,3895,13.1,2002,250,2.11,2.11,1
23528,20.5,3.744,22732,22.66,1977,120,1.08,1.18,1
23547,7.95,10.616,2182,11.96,1914,180,1.442,1.442,1
23551,4.25,28.7,1014,9.31,1927,140,1.073,1,1
23553,4.7,20.577,834,9.96,1997,130,1.67,1.97,1
23570,13,7.456,7380,11.47,1914,120,1.328,1.323,2
23592,7.6,13.832,1966,7.6,1913,120,0.966,0.967,2
23602,13.43,5.372,12217,32.11,2008,160,1.59,3.83,2
23613,20.6,3.716,23759.4,23.58,1995,140,1.125,1,1
23614,9.1,5.512,1097,12.99,1985,120,0.915,2.115,1
23615,13.5,5.742,8554,19.27,1999,160,1.21,3,1
23616,12.2,4.316,2529,15.12,1992,160,1,1,1
23663,21.33,3.458,22732,22.66,1977,120,1.08,1.2,1
23665,2.4,48.149,279,8.95,1904,100,0.829,0.85,1
23669,2.7,29.263,166,9,1976,130,0.9,1,1
23672,7.2,10.978,1260,9.6,1980,120,0.939,0.947,1
23676,11,4.558,1992,16.16,1999,120,1,1,1
23681,2.7,30.032,142,7.31,1976,130,0.9,1,1
23696,5,24.201,1534,10.34,1936,120,0.927,0.927,2
23704,7.85,14.199,4074,13.13,1931,140,1.22,1.3,1
23709,2.4,44.365,167,6.31,1930,90,0.871,0.892,1
23711,2.6,38.252,171,6.31,1935,140,0.711,1,1
23724,12.21,6.065,5779,17.44,1985,120,1.3,1.3,0
23731,3.2,30.688,385,9.62,1934,110,1.145,1.851,2
23736,5.03,42.286,5205,11.22,1933,160,1.037,3.314,1
23749,8.65,15.647,7894,14.21,1939,100,1.087,1.1,1
23758,4.4,29.83,1549,11.46,1920,140,1.133,1.133,1
23786,5.52,15.331,1500,16.96,2002,250,2.02,2.02,1
23791,2.5,184.402,6600,12.26,1935,160,0.895,1.713,1
23796,2.3,58.331,301,7.8,1932,90,0.875,0.892,1
23800,8.8,15.366,1515,2.64,1962,110,1.09,2.86,1
23801,7,29.396,16717,19.88,1935,120,1.06,1.06,1
23804,17.45,3.682,8737,17.15,1994,160,1.017,1,1
23813,14.6,3.932,4068,14.29,1992,160,1.018,1,1
23817,22.5,2.75,13719,17.46,1976,120,1.17,1.268,1
23826,13.6,4.533,4114,14.44,1992,140,1.09,1.02,1
23837,5.5,19.576,1579,11.11,1911,130,0.871,2.731,1
23860,5.6,14.37,1009,12.26,1992,160,1,1,1
23868,4.7,20.577,834,9.96,1997,130,1.67,1.97,1
23874,13.5,5.742,8554,19.27,1999,160,1.21,3,1
23884,18.565,3.938,13629,18.25,2006,130,1.09,1.09,1
23900,6.7,13.879,1353,8.6,1915,140,1.36,2.42,1
23911,6.72,10.173,863,10.09,1980,140,1.1,1.1,1
23915,6,15.676,1301,10.08,1963,120,0.883,0.889,1
23918,10.8,6.808,5295,20.72,1982,140,1.09,1.09,1
23919,7.02,13.596,2021.3,11.11,1951,100,0.925,0.865,1
23924,6.6,11.055,1140,12.13,1920,110,1.027,1.037,1
23939,15.5,3.729,5287,16.25,1995,160,1,1,2
23982,13.5,6.141,8386,16.52,2002,130,1,1,0
23996,13.7,5.576,8554,19.27,1999,160,1.21,3,1
24001,12.4,4.412,2940,15.76,2001,200,1,1,1
24005,4,19.132,289,7.61,1934,140,0.884,1.271,1
24019,2.9,37.855,276,6.719,1926,80,0.864,1.893,1
24020,7.5,12.158,1494,7.882,1913,140,1.45,3.7,1
24028,6.5,11.32,1143,12.33,1920,110,1.029,1.033,1
24073,2.6,42.315,193,5.82,1929,140,0.85,1,1
24084,4.6,22.955,827.1,8.65,1927,80,0.78,2.56,1
24086,8.28,11.548,3701,14.57,1930,140,1.384,1.999,1
24088,7.5,14.379,2463,9.29,1922,130,1.417,3.033,1
24091,10.7,8.723,5987,14.81,1915,120,1.067,1.082,1
24092,22.5,2.7,13719,18.12,1976,120,1.17,1.268,1
